??醫藥病疫,17/9/2025,https://www.stheadline.com/film-drama/3500082/40%E6%AD%B2%E4%B8%8A%E4%BD%8D%E5%A5%B3%E6%AD%8C%E6%89%8B87%E6%AD%B2%E7%88%B6%E8%A6%AA%E9%9B%A2%E4%B8%96%E5%8F%97%E6%89%93%E6%93%8A-%E5%90%8C%E5%B1%85%E5%A4%9A%E5%B9%B4%E7%AA%81%E7%84%B6%E5%AE%8C%E5%A9%9A%E5%8F%AA%E7%82%BA%E7%88%B6%E6%AF%8D%E6%94%BE%E5%BF%83,40歲上位女歌手87歲父親離世受打擊 同居多年突然完婚只為父母放心,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/entertainment/news/41%E6%AD%B2%E6%96%B9%E5%A4%A7%E5%90%8C%E7%97%85%E9%80%9D-%E5%8E%BB%E5%B9%B49%E6%9C%88-%E6%9A%B4%E7%98%A6%E7%8F%BE%E8%BA%AB-%E8%AA%8D%E4%BA%86%E9%A4%8A%E7%97%85%E4%B8%AD-%E7%AB%9F%E6%88%90%E6%9C%80%E5%BE%8C%E8%BA%AB%E5%BD%B1/ar-AA1A1MpR?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,41歲方大同病逝！去年9月「暴瘦現身」 認了養病中竟成最後身影,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/health/other/51%E6%AD%B2%E6%9C%B1%E5%AA%9B%E5%AA%9B%E6%8A%97%E7%99%8C5%E5%B9%B4%E7%97%85%E9%80%9D-%E7%97%85%E6%A6%BB%E7%85%A7-%E9%A6%96%E5%BA%A6%E6%9B%9D%E5%85%89-%E7%94%9F%E5%89%8D%E6%9A%96%E8%88%89%E7%B6%B2%E6%9A%96%E5%93%AD/ar-AA1FfUAq?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,51歲朱媛媛抗癌5年病逝！「病榻照」 首度曝光生前暖舉網暖哭,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.beauty321.com/amp/post/69576,5位英年早逝陸劇明星！于朦朧過世好錯愕，《還珠》香妃沒等到爆紅，第5位過世也很蹊蹺,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-cn/news/other/64%E5%B2%81%E7%94%B7%E5%AD%90%E5%9B%A0%E8%A1%80%E7%B3%96%E8%BF%87%E9%AB%98%E6%AD%BB%E4%BA%A1-%E5%8C%BB%E7%94%9F%E6%8F%90%E9%86%92-%E8%BF%993%E7%A7%8D%E7%B4%A0%E9%A3%9F-%E7%B3%96%E5%8F%8B%E9%9C%80%E5%B0%BD%E9%87%8F%E5%B0%91%E5%90%83/ar-AA1uG55b?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,64?男子因血糖?高死亡，?生提醒：?3种素食， 糖友需?量少吃,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://hk.news.yahoo.com/kid%E4%B8%96%E7%95%8C%E5%96%9C%E6%AD%A1%E6%97%A5%E6%82%BC%E5%BF%B5%E6%91%AF%E5%8F%8B-%E5%B0%8F%E9%AC%BC%E9%9B%A2%E4%B8%965%E5%91%A8%E5%B9%B4-085752293.html,KID世界喜歡日悼念摯友 小鬼離世5周年,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://news.now.com/home/entertainment/player?newsId=618847&home=1,The Stray成員離世 長時間與病魔對抗,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/entertainment/news/%E4%B8%80%E4%BB%A3%E5%A4%A9%E7%8E%8B%E6%AD%8C%E6%89%8B%E7%8C%9D%E9%80%9D%E4%BA%AB%E5%A3%BD82%E6%AD%B2-%E6%9B%BE%E5%90%88%E4%BD%9C%E8%B2%BB%E7%8E%89%E6%B8%85-%E5%B4%94%E8%8B%94%E8%8F%81-%E6%84%9B%E5%AD%90%E6%82%B2%E7%97%9B%E7%99%BC%E8%A8%83%E8%81%9E/ar-AA1GQPKL?cvid=C0680359353F4E34BA9A6F0A55B48544&ocid=hpmsn&apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,一代天王歌手猝逝享壽82歲！曾合作費玉清、 崔苔菁愛子悲痛發訃聞,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.worldjournal.com/wj/story/121218/9009661,一個時代結束台前國安高層丁懋時99歲逝世| 政壇風雲錄| 台灣 | 世界新聞網,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/entertainment/news/%E5%A5%B3%E6%98%9F%E6%8A%8A%E7%97%85%E9%80%9D%E5%85%92%E9%AA%A8%E7%81%B0%E6%94%BE%E5%AE%B6%E4%B8%AD-%E6%9B%9D%E5%AD%A9%E5%AD%90%E5%85%A5%E5%A4%A2-%E4%BB%96%E4%B8%8D%E6%9C%83%E6%8A%95%E8%83%8E%E6%9C%83%E7%AD%89%E6%88%91/ar-AA1JLkvM?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,女星把病逝兒骨灰放家中 曝孩子入夢「他不會投胎會等我」,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.edh.tw/articles/4kf5tFg,小心打鼾！睡眠呼吸中止，也和心血管疾病相關,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/entertainment/news/%E6%89%8D%E7%A2%BA%E8%A8%BA%E7%BD%95%E7%97%85%E4%B8%8D%E5%88%B0%E5%8D%8A%E5%80%8B%E6%9C%88-%E5%90%8D%E6%BC%94%E5%93%A1%E9%A9%9A%E5%82%B3%E9%9B%A2%E4%B8%96%E4%BA%AB%E5%A3%BD72%E6%AD%B2-%E5%90%8C%E5%8A%87%E7%94%B7%E6%98%9F%E6%82%B2%E6%86%B6%E5%90%88%E4%BD%9C/ar-AA1wrux7?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,才確診罕病不到半個月！老戲骨驚傳離世享壽72 歲同劇男星悲憶合作,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://bydrug.pharmcube.com/news/detail/1f3fa4bf37b5f12f67627be0b64ca77d,中???新?告：?充?干?胞精准??免疫，?肺部疾病治????著?效,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.jfdaily.com/news/detail?id=983562,?“治病”到“防病”，?儿童呼吸道健康“筑?城”,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.xindb.com/static/content/XYLXW/2025-09-16/1417533120253288448.html,???周后，匈?生面?多种疾病交叉?播??,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://news.owlting.com/articles/1132920,水林 98 歲素人畫家龔張足辭世 子女特別舉辦個人畫展追憶母愛,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.edh.tw/articles/ju2l9oq,牙痛到連臉都腫起來別輕忽！牙齒4疾病都可能致蜂窩性組織炎,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.ettoday.net/news/20250916/3034511.htm,代銷天王愛犬「胃扭轉」暴斃…求償122萬！西北訓犬學苑盼還清白,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://tw.news.yahoo.com/%E5%8C%97%E9%83%A8%E7%94%B7%E5%AC%B0%E6%9F%93%E4%BC%8A%E7%A7%9111%E5%9E%8B%E8%85%B8%E7%97%85%E6%AF%92%E4%B8%8D%E6%B2%BB%E4%BA%A1-%E4%BB%8A%E5%B9%B48%E6%AD%BB%E5%89%B56%E5%B9%B4%E6%96%B0%E9%AB%98-062119214.html,北部男嬰染伊科11型腸病毒不治亡！今年8死創6年新高,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/health/other/%E5%8D%A1%E8%BB%8A%E5%8F%B8%E6%A9%9F%E9%A0%BB%E5%87%BA%E8%BB%8A%E7%A6%8D%E7%AB%9F-1%E7%96%BE%E7%97%85-%E4%B8%8A%E8%BA%AB-%E9%86%AB-%E4%BA%A4%E9%80%9A%E4%BA%8B%E6%95%85%E7%99%BC%E7%94%9F%E7%8E%87%E9%AB%9825%E5%80%8D/ar-AA1LZD76?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,卡車司機頻出車禍竟「1疾病」上身 醫：交通事故發生率高2.5倍,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.ettoday.net/news/20250917/3034722.htm,巨星殞落！勞勃瑞福離世　川普震驚「他是當年最紅的」,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.mytvsuper.com/tc/scoopplus/healthcare/health/15830598536393/%E5%81%A5%E5%BA%B7%E9%86%AB%E7%BE%8E-%E6%89%93%E5%96%8A%E9%9C%B2---%E9%A0%BB%E6%89%93%E5%96%8A%E9%9C%B2%E2%89%A0%E7%9C%BC%E7%9E%93-%E5%91%B5%E6%AC%A0-4%E5%A4%A7%E7%96%BE%E7%97%85%E8%AD%A6%E8%99%9F-%E5%B0%8F%E5%BF%83%E8%82%9D%E7%A1%AC%E5%8C%96%E4%B8%AD%E9%A2%A8%E4%BC%B4%E9%9A%A84%E5%A4%A7%E7%97%87%E7%8B%80%E6%B3%A8%E6%84%8F,打喊露| 頻打喊露≠眼?呵欠=4大疾病警號小心肝硬化中風伴隨4大症狀注意- 東張+,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://tw.news.yahoo.com/%E6%9C%AA%E6%BB%BF%E6%9C%88%E5%AC%B0%E8%85%B8%E7%97%85%E6%AF%92%E4%BD%B5%E7%99%BC%E9%87%8D%E7%97%87%E4%B8%8D%E6%B2%BB-%E4%BB%8A%E5%B9%B4%E5%B7%B28%E6%AD%BB%E7%82%BA6%E5%B9%B4%E5%90%8C%E6%9C%9F%E6%9C%80%E9%AB%98-120600790.html,未滿月嬰腸病毒併發重症不治 今年已8死為6年同期最高,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/health/other/%E5%85%A8%E5%AE%B6%E7%BD%B9%E8%82%9D%E7%99%8C%E7%97%85%E9%80%9D-%E7%AB%B9%E7%AD%B7%E7%AB%9F%E6%88%90%E5%A5%AA%E5%91%BD%E5%85%83%E5%87%B6-%E5%B0%88%E5%AE%B6%E6%95%99%E6%AD%A3%E7%A2%BA%E6%B4%97%E6%B3%95-%E4%B8%80%E5%A0%86%E4%BA%BA%E5%81%9A%E9%8C%AF/ar-AA1L6NZK?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,全家罹肝癌病逝！竹筷竟成奪命元凶 專家教正確洗法： 一堆人做錯,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.elle.com/tw/entertainment/voice/g66125296/robert-redford-quote/,好萊塢巨星勞勃瑞福逝世，享壽89歲！回顧一代傳奇的10句人生智慧：去探索試錯，你才會遇見真實的自己,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.mytvsuper.com/tc/scoopplus/healthcare/health/15896536381645/%E5%81%A5%E5%BA%B7%E9%86%AB%E7%BE%8E-%E7%99%BE%E8%90%AC%E5%A5%B3%E7%B6%B2%E7%B4%85%E7%99%BD%E8%A1%80%E7%97%85%E8%85%A6%E6%BA%A2%E8%A1%80%E7%97%85%E9%80%9D-%E7%A2%BA%E8%A8%BA%E5%89%8D%E5%BF%BD%E7%95%A5%E6%AF%8F%E6%97%A5%E4%B8%80%E5%80%8B%E7%97%87%E7%8B%80-%E8%87%A8%E7%B5%82%E6%9B%BF%E9%96%8B%E5%AD%B8%E5%A5%B3%E5%85%92%E6%BA%96%E5%82%99%E6%96%87%E5%85%B7,百萬女網紅白血病腦溢血病逝 確診前忽略每日一個症狀 臨終替開學女兒準備文具 - 東張+,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/news/other/%E8%A1%80%E7%B3%96%E6%AD%A3%E5%B8%B8%E4%B9%9F%E5%87%BA%E4%BA%8B-%E9%86%AB%E7%A4%BA%E8%AD%A6-%E5%90%83%E9%A3%BD%E5%B0%B1%E6%83%B3%E7%9D%A1%E6%81%90-1%E7%96%BE%E7%97%85%E5%89%8D%E5%85%86/ar-AA1LEsm2?cvid=38482fd0889a41afbd7550f8882533e8,血糖正常也出事！醫示警：吃飽就想睡恐「1疾病前兆」,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://pub-zhtb.hizh.cn/a/202509/16/AP68c90cb0e4b082260c2c276a.html,?我看?????瘤是不是瘤？破裂前?症?，猝死??高，控制血?是??,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/health/other/%E5%BF%AB%E8%A8%8A-%E6%9C%AC%E5%9C%9F%E5%A5%B3%E6%98%9F-%E5%85%92%E5%AD%90%E9%80%81%E9%86%AB%E5%AE%A3%E5%91%8A%E4%B8%8D%E6%B2%BB-%E5%BE%97%E5%B9%B415%E6%AD%B2/ar-AA1Jp6M4?cvid=856C1D4609D1437790A59DC281FB7176&ocid=hpmsn&apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,快訊／本土女星「兒子送醫宣告不治」！得年15歲,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/health/other/%E6%AF%8F22%E5%88%86%E9%90%981%E4%BA%BA%E6%AD%BB%E6%96%BC%E5%BF%83%E8%87%9F%E7%96%BE%E7%97%85-%E9%86%AB%E6%9B%9D-10%E8%AD%B7%E5%BF%83%E9%A3%B2%E9%A3%9F-%E7%B1%B2%E5%B0%91%E7%94%A83%E5%9C%B0%E9%9B%B7%E6%B2%B9/ar-AA1ygBqZ?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,每22分鐘1人死於心臟疾病！醫曝「10護心飲食」 籲少用3 地雷油,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://ufood.com.hk/restaurant/news/detail/20073846/%E6%8B%89%E9%BA%B5%E5%81%A5%E5%BA%B7-%E6%AF%8F%E6%98%9F%E6%9C%9F%E5%90%83%E4%B8%89%E6%AC%A1%E6%8B%89%E9%BA%B5-%E5%A2%9E%E6%AD%BB%E4%BA%A1%E9%A2%A8%E9%9A%AA-%E7%87%9F%E9%A4%8A%E5%B8%AB-%E6%8B%89%E9%BA%B5%E5%81%A5%E5%BA%B7%E6%90%AD%E9%85%8D,每星期吃3次拉麵恐增死亡風險近2倍 營養師教拉麵健康搭配,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/health/other/%E5%91%A8%E9%81%8A%E9%A9%9A%E5%82%B3%E5%89%8D%E5%A4%AB%E7%97%85%E9%80%9D%E4%BA%AB%E5%A3%BD83%E6%AD%B2-%E6%99%9A%E5%B9%B4%E8%85%B8%E7%99%8C%E5%8F%88%E5%88%87%E9%99%A4%E8%82%BA%E9%83%A8-%E9%A3%BD%E5%8F%97%E7%97%85%E7%97%9B%E6%8A%98%E7%A3%A8%E6%B1%82%E5%88%A5%E6%8F%92%E7%AE%A1/ar-AA1Hwhfg?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,周遊驚傳前夫病逝享壽83歲！ 晚年腸癌又切除肺部飽受病痛折磨求別插管,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://news.pchome.com.tw/society/ctinews/20250916/index-75801017969927309002.html,孤獨死！萬華公寓飄異味驚見腐屍 檢警研判婦人疾病死亡,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/entertainment/news/%E6%9E%97%E6%98%B6%E4%BD%90%E8%80%81%E5%A9%86%E7%BD%B9-%E8%85%A6%E9%83%A8%E7%BD%95%E8%A6%8B%E7%96%BE%E7%97%85-%E6%94%BE%E6%A3%84%E7%AB%8B%E5%A7%943%E9%80%A3%E9%9C%B8-%E5%93%BD%E5%92%BD%E7%97%9B%E5%93%AD%E9%8C%84%E5%BD%B1%E4%B8%AD%E6%96%B7/ar-AA1FRyuG?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,林昶佐老婆罹「腦部罕見疾病」！放棄立委3 連霸哽咽痛哭錄影中斷,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/entertainment/news/%E9%87%91%E6%9B%B2%E6%AD%8C%E7%8E%8B%E8%98%87%E6%98%8E%E6%B7%B5%E7%88%B6%E8%A6%AA%E9%9B%A2%E4%B8%96%E4%BA%AB%E5%B9%B482%E6%AD%B2-%E5%BF%83%E6%83%85%E5%93%80%E6%85%9F-%E7%96%B2%E6%86%8A%E5%8D%BB%E7%84%A1%E6%B3%95%E6%88%90%E7%9C%A0/ar-AA1z2oyO?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,金曲歌王蘇明淵父親離世享年82歲！心情哀慟： 疲憊卻無法成眠,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,http://www.52hrtt.com/sln/n/w/info/G1756375918194,?密暗藏??！?4种情?同房或??猝死，千万??易??_?里南_新?,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://news.mingpao.com/pns/%E5%A8%9B%E6%A8%82/article/20250917/s00016/1758042801493/%E4%BF%8A%E6%9C%97%E5%BD%B1%E6%98%9F-%E9%87%91%E5%83%8F%E5%B0%8E%E6%BC%94-%E5%89%B5%E8%BE%A6%E8%BE%9B%E4%B8%B9%E6%96%AF-%E7%BE%85%E6%8B%94%E7%83%88%E7%A6%8F%E5%A4%A2%E4%B8%AD%E9%9B%A2%E4%B8%96-%E4%BA%AB%E5%B9%B489%E6%AD%B2,俊朗影星 金像導演 創辦辛丹斯 羅拔烈福夢中離世 享年89歲 - 20250917 - 娛樂,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.taisounds.com/news/content/71/214232,前外長丁懋時99歲病逝1996台海危機與美高層開啟對話| 政治焦點,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://news.sciencenet.cn/htmlnews/2025/9/551549.shtm,研究人???新策略?神?退行疾病治??新路,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/health/other/%E7%A0%94%E7%A9%B6%E8%AD%89%E5%AF%A6-2%E9%A1%9E%E8%94%AC%E6%9E%9C%E5%8F%AF%E8%AE%93%E7%99%8C%E7%B4%B0%E8%83%9E-%E8%87%AA%E6%AE%BA-%E9%A0%90%E9%98%B2%E5%A4%A7%E8%85%B8%E7%99%8C%E9%80%99%E6%A8%A3%E5%90%83%E6%9C%80%E6%9C%89%E6%95%88/ar-AA1HDsZr?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,研究證實：2類蔬果可讓癌細胞「自殺」 預防大腸癌這樣吃最有效,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://tw.news.yahoo.com/%E7%BE%8E89%E6%AD%B2%E5%A5%A7%E6%96%AF%E5%8D%A1%E5%82%B3%E5%A5%87%E5%BD%B1%E5%B8%9D%E5%8B%9E%E5%8B%83%E7%91%9E%E7%A6%8F%E7%9D%A1%E5%A4%A2%E4%B8%AD%E9%9B%A2%E4%B8%96-%E5%82%AC%E7%94%9F-%E6%97%A5%E8%88%9E%E5%BD%B1%E5%B1%95-%E6%88%90%E7%82%BA%E5%90%8D%E5%B0%8E-133352292.html,美89歲奧斯卡傳奇影帝勞勃瑞福睡夢中離世！催生「日舞影展」成為名導,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.mpweekly.com/culture/%E7%A4%BE%E6%9C%83/%E5%AD%95%E5%A9%A6-%E5%A4%A7%E9%BA%BB-%E5%AC%B0%E5%85%92%E6%AD%BB%E4%BA%A1-257488,美國17%孕婦曾在懷孕時服用大麻過半數稱為了醫療需要研究顯示會影響嬰兒死亡率-社會- 明周文化,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%A8%9B%E6%A8%82/60277087/%E7%BE%8E%E5%9C%8B%E5%90%8D%E6%BC%94%E5%93%A1%E5%8F%8A%E5%B0%8E%E6%BC%94%E7%BE%85%E6%8B%94%E7%83%88%E7%A6%8F%E6%98%A8%E9%9B%A2%E4%B8%96%E4%BA%AB%E5%B9%B489%E6%AD%B2-2016%E5%B9%B4%E6%9B%BE%E5%82%B3%E9%87%8D%E5%82%B7%E4%B8%8D%E6%B2%BB,美國名演員及導演羅拔烈福昨離世享年89歲 2016年曾傳重傷不治,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.hk01.com/%E5%8D%B3%E6%99%82%E5%9C%8B%E9%9A%9B/60277082/%E7%BE%8E%E5%AA%92-%E8%8D%B7%E9%87%8C%E6%B4%BB%E7%9F%A5%E5%90%8D%E7%94%B7%E6%98%9F%E7%BE%85%E6%8B%94%E7%83%88%E7%A6%8F%E9%80%9D%E4%B8%96-%E4%BA%AB%E5%B9%B489%E6%AD%B2,美媒：荷里活知名男星羅拔烈福逝世 享年89歲,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/entertainment/news/%E9%A6%99%E6%B8%AF%E4%B8%80%E4%BB%A3%E6%89%93%E5%A5%B3%E6%9D%8E%E9%BA%97%E9%BA%9774%E6%AD%B2%E7%99%8C%E9%80%9D/ar-AA1t5ydq?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,香港一代打女李麗麗74 歲癌逝,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/health/other/%E5%BE%90%E8%8B%A5%E7%91%84%E7%BD%B9%E7%99%8C%E7%B7%8A%E6%80%A5%E9%96%8B%E5%88%80-%E6%9B%BE7%E6%97%A5%E6%B2%92%E7%9D%A1%E6%98%8F%E5%80%92%E9%80%81%E9%86%AB-%E5%87%BA%E9%99%A2%E7%B9%BC%E7%BA%8C%E8%B6%95%E9%80%9A%E5%91%8A%E8%B7%91%E6%B4%BB%E5%8B%95/ar-AA1tArSZ?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,徐若瑄罹癌緊急開刀！曾7 日沒睡昏倒送醫出院繼續趕通告跑活動,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://tw.news.yahoo.com/%E8%BF%B7%E5%9B%A0%E7%8A%AC%E4%BA%AB%E5%B9%B417%E6%AD%B2-%E6%97%A5%E6%9C%AC%E7%9F%A5%E5%90%8D%E6%9F%B4%E7%8A%AC%E9%80%9D%E4%B8%96%E7%B6%B2%E5%8F%8B%E7%8D%BB%E4%B8%8A-%E7%89%87%E7%A5%9D%E7%A6%8F-062627848.html,迷因犬享年17歲！日本知名柴犬逝世網友獻上一片祝福,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/news/other/%E9%99%A2%E9%95%B7%E5%8E%BB%E5%B9%B4%E7%8C%9D%E9%80%9D-%E9%AB%98%E9%9B%8462%E5%B9%B4%E8%80%81%E7%89%8C%E9%86%AB%E9%99%A2%E9%82%B1%E5%A4%96%E7%A7%91-%E9%A9%9A%E5%82%B34%E6%9C%88%E7%86%84%E7%87%88/ar-AA1Boifo?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,院長去年猝逝！高雄62年老牌醫院邱外科 驚傳4 月熄燈,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/news/living/%E5%81%A5%E6%AA%A2%E5%A0%B1%E5%91%8A%E6%B2%92%E7%B4%85%E5%AD%97-%E5%81%A5%E5%BA%B7-%E9%86%AB%E5%B8%AB%E6%9B%9D%E7%9C%9F%E7%9B%B8-5%E8%AD%A6%E8%A8%8A-%E5%88%A5%E8%BC%95%E5%BF%BD/ar-AA1My0FU?cvid=68c9e820e7644b5bb01af5e2f1d0d889&ocid=a2hs,健檢報告沒紅字≠健康！醫師曝真相：「5警訊」 別輕忽,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/news/world/%E5%8B%95%E7%89%A9%E5%9C%92-%E7%8C%B4%E5%AD%90%E9%9B%86%E9%AB%94%E6%9A%B4%E6%96%83-%E5%8E%9F%E5%9B%A0%E6%89%BE%E5%88%B0%E4%BA%86-%E6%81%90%E6%80%96%E5%82%B3%E6%9F%93%E7%97%85-%E4%BA%BA%E7%95%9C%E5%85%B1%E9%80%9A/ar-AA1sFXsa?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,動物園「猴子集體暴斃」原因找到了！恐怖傳染病「人畜共通」,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/entertainment/news/%E5%9C%8B%E6%B0%91%E5%A9%86%E5%A9%86%E7%8C%9D%E9%80%9D%E4%BA%AB%E5%A3%BD75%E6%AD%B2-%E6%BC%94%E8%97%9D%E5%9C%88%E5%A4%A7%E5%92%96-%E5%85%A8%E5%88%B0%E4%BA%86-%E4%BB%96%E5%B4%A9%E6%BD%B0%E7%97%9B%E5%93%AD%E8%B5%B0%E5%87%BA%E9%9D%88%E5%A0%82/ar-AA1sXvmK?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,國民婆婆猝逝享壽75歲！「演藝圈大咖」 全到了他崩潰痛哭走出靈堂,,,,,,,,,,,,,,
??醫藥病疫,17/9/2025,https://www.msn.com/zh-tw/health/topic/%E6%99%9A%E4%B8%8A%E6%88%B6%E5%A4%96%E9%81%8B%E5%8B%95-%E6%85%A2%E6%80%A7%E8%87%AA%E6%AE%BA-%E5%B0%88%E5%AE%B6%E8%AD%A6%E5%91%8A-%E7%8B%82%E5%90%B8%E9%AB%92%E7%A9%BA%E6%B0%A3%E6%81%90%E8%82%BA%E7%99%8C/ar-AA1M3KVW?cvid=89ae3f6181b14afbd7550f8882533e88&apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,晚上戶外運動=慢性自殺 專家警告： 狂吸髒空氣恐肺癌,,,,,,,,,,,,,,
